Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,130,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,16031,kg,ES,NAM,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,422.5,kg,HK,CR,,,,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2684.85,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,81.78,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,824.48,kg,HK,MX,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,168.8,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1443.9,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,1350,kg,HK,ID,,T,W,I
2017,Alopiidae,Alopias,Alopias pelagicus,76,kg,CN,MX,,T,O,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,250,kg,CN,MX,,T,O,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,96.7,kg,SG,NAM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,600,kg,SG,LK,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,398,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,2273.62,kg,HK,ES,HS,T,X,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,8,kg,HK,PE,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,270,kg,HK,PE,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,230,kg,HK,PE,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,4457.2,kg,SG,PE,,T,W,I
2020,Myliobatidae,Mobula,Mobula birostris,209,kg,HK,LK,,T,W,E
2020,Myliobatidae,Mobula,Mobula japanica,69,kg,HK,LK,,T,W,E
2020,Myliobatidae,Mobula,Mobula tarapacana,51.7,kg,HK,LK,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3600,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,400,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,400,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1000,kg,HK,LK,,T,W,E
2016,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,800,kg,HK,IN,,T,W,E
2019,Myliobatidae,Mobula,Mobula tarapacana,200,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,517.2,kg,SG,PE,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,562.21,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,25000,kg,TW,JP,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,230.125,kg,SG,MA,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,728.07,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,169.31,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,42.33,kg,HK,ID,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,163,kg,SG,ES,HS,T,O,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,564,kg,SG,ES,HS,T,X,E
2021,Lamnidae,Isurus,Isurus paucus,232,kg,SG,ES,HS,T,X,E
2021,Lamnidae,Isurus,Isurus paucus,86,kg,SG,ES,HS,T,O,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,398.5,kg,HK,LK,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,8410,kg,ES,MA,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,1134,kg,CN,MX,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,20,kg,CN,SN,,T,W,E
2020,Alopiidae,Alopias,Alopias superciliosus,480,kg,HK,SN,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,400,kg,HK,SN,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,45,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,32.15,kg,HK,ID,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,599.7,kg,HK,CR,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1740.3,kg,HK,CR,,T,W,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,17270,kg,TW,SV,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,200,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,200,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,22890,kg,PT,NAM,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,2475,kg,ES,EC,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,699,kg,SG,ES,HS,T,O,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,644,kg,SG,ES,HS,T,X,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2130.6,kg,HK,ES,HS,T,X,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,725.44,kg,HK,ES,HS,T,O,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,,,E
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,51,kg,HK,NI,,T,W,I
2014,Cetorhinidae,Cetorhinus,Cetorhinus maximus,0.035,g,US,CA,,S,W,I
2019,Alopiidae,Alopias,Alopias spp.,46,kg,HK,SV,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,42.2,kg,HK,SV,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,60,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus paucus,2,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,10,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,3680,kg,KR,TW,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,138.3,kg,SG,ES,HS,T,X,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,11093.7,kg,SG,ES,HS,T,X,E
2014,Sphyrnidae,Sphyrna,Sphyrna lewini,2747,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,24044,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,980,kg,ES,MA,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,500,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,300,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,300,kg,HK,LK,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,968,kg,CN,MX,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,11904,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,95.5,kg,HK,ID,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,61.7,kg,CN,SN,,T,W,E
2022,Myliobatidae,Mobula,Mobula japanica,300,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,250,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula tarapacana,300,kg,HK,LK,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1500,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,500,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,25000,kg,TW,JP,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,87.9,kg,HK,MX,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,2000,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,181,kg,PE,EC,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,50,kg,CN,SN,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,315,kg,TW,VU,,T,W,E
2022,Alopiidae,Alopias,Alopias pelagicus,3317,kg,PE,EC,,T,W,E
2022,Alopiidae,Alopias,Alopias superciliosus,600,kg,PE,EC,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,501.4,kg,PE,EC,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,104.4,kg,PE,EC,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,351,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,825.2,kg,SG,NAM,,T,W,I
2020,Myliobatidae,Mobula,Mobula japanica,450,kg,HK,LK,,T,W,E
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,180,kg,CN,MX,,T,W,E
2015,Sphyrnidae,Sphyrna,Sphyrna zygaena,150,kg,CN,MX,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,676.7,kg,HK,YE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,23300,kg,KR,TW,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,3680,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,70,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,455,kg,PE,EC,,T,O,E
2015,Sphyrnidae,Sphyrna,Sphyrna zygaena,1200,kg,CN,MX,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,198.1,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,87.69,kg,HK,MX,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,260,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,70,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,45,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,95,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,169.36,kg,HK,MX,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,749.53,kg,HK,MX,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,700,kg,SG,PE,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,373,kg,CN,MX,,T,W,E
2019,Alopiidae,Alopias,Alopias spp.,48.37,kg,HK,SV,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,536.48,kg,HK,SV,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,136.36,kg,HK,SV,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrnidae spp.,238.38,kg,HK,SV,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,364.86,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,164.2,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,28.8,kg,HK,ID,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,7744,kg,PE,EC,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,100,kg,CN,SN,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,100,kg,CN,SN,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2000,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,300,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,100.1,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,413.4,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,14689,kg,ES,SN,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,269,kg,HK,GT,,T,O,I
2019,Alopiidae,Alopias,Alopias pelagicus,206.5,kg,HK,GT,,T,O,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1091.2,kg,HK,GT,,T,O,I
2022,Lamnidae,Isurus,Isurus oxyrinchus,8804,kg,IT,NAM,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,11244,kg,KR,ES,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,12684,kg,KR,ES,,T,O,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1400,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,2061,kg,KR,NAM,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,3778.7,kg,PE,EC,,T,W,I
2018,Alopiidae,Alopias,Alopias superciliosus,222.7,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,205.7,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,118.29,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,3168,kg,SG,ES,,T,X,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,350,kg,HK,PE,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,350,kg,HK,LK,,T,W,E
2019,Lamnidae,Isurus,Isurus oxyrinchus,135.5,kg,SG,ES,HS,T,O,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,10215,kg,IT,NAM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,T,,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,120,kg,HK,NI,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,70,kg,HK,NI,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna mokarran,30,kg,HK,NI,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1670,kg,HK,SV,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1571.55,kg,HK,SV,,T,W,I
2019,Myliobatidae,Mobula,Mobula tarapacana,450,kg,HK,LK,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,107.64,kg,HK,MX,,T,W,I
2019,Alopiidae,Alopias,Alopias vulpinus,44,kg,HK,MX,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,18.47,kg,HK,MX,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,77.01,kg,HK,MX,,T,W,I
2019,Myliobatidae,Mobula,Mobula tarapacana,600,kg,HK,LK,,T,W,E
2016,Lamnidae,Lamna,Lamna nasus,126,kg,DK,NO,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,230.37,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,370.75,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,971,kg,HK,ID,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,3.86,kg,HK,MX,,T,O,I
2018,Alopiidae,Alopias,Alopias pelagicus,1300,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,220,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,190,kg,PE,EC,,T,O,E
2020,Alopiidae,Alopias,Alopias pelagicus,99.63,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,218.02,kg,CN,MX,,T,W,E
2019,Alopiidae,Alopias,Alopias superciliosus,500,kg,HK,OM,,T,W,E
2019,Alopiidae,Alopias,Alopias superciliosus,1000,kg,VN,OM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,500,kg,HK,OM,,T,W,E
2019,Lamnidae,Carcharodon,Carcharodon carcharias,500,kg,HK,OM,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,110.58,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,7824,kg,KR,TW,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,665,kg,SG,NAM,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,,,E
2018,Alopiidae,Alopias,Alopias pelagicus,3640,kg,PE,EC,,T,W,I
2018,Alopiidae,Alopias,Alopias superciliosus,120,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,120,kg,PE,EC,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,502.7,kg,HK,MX,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,552.79,kg,HK,PE,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,25000,kg,TW,JP,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,28990,kg,TT,NAM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,262,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,269.5,kg,HK,ID,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,110,kg,HK,NI,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,65,kg,HK,NI,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,15,kg,HK,NI,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,10,kg,HK,NI,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,26525,kg,TW,CR,,,,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,1241,kg,SG,NAM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,198.35,kg,CN,MX,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,135.8,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,,,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,616.7,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,372,kg,HK,YE,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,419,kg,HK,YE,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,340.2,kg,CN,MX,,T,W,E
2017,Alopiidae,Alopias,Alopias vulpinus,12.3,kg,HK,SC,,T,W,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,11.3,kg,HK,SC,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,5.55,kg,HK,SC,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna mokarran,6.25,kg,HK,SC,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,50,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,50,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,50,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,535,kg,HK,LK,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,20,kg,HK,LK,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,2520,kg,PE,EC,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,503,kg,PE,EC,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,296,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,12100,kg,TW,VU,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,4880,kg,PE,EC,,T,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,400,kg,PE,EC,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,700,kg,PE,EC,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,300,kg,PE,EC,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2233,kg,ES,MA,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,2233,kg,ES,NAM,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,359,kg,HK,MX,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,36.5,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,147.6,kg,HK,MX,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,145.9,kg,HK,MX,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,50,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,50,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,50,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,600,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23031,kg,GT,CR,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,15373,kg,KR,TW,,T,W,I
2019,Alopiidae,Alopias,Alopias superciliosus,2700,kg,HK,OM,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,505,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,750,kg,SG,NAM,,T,W,I
2019,Alopiidae,Alopias,Alopias pelagicus,186,kg,HK,GT,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,10400,kg,HK,GT,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,27200,kg,HK,GT,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2468,kg,HK,OM,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,145,kg,HK,OM,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,339,kg,HK,OM,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,103,kg,HK,OM,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,113.36,kg,HK,CR,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1901.65,kg,HK,CR,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1411,kg,KR,NAM,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,456,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,158,kg,HK,MX,,T,W,I
2022,Myliobatidae,Mobula,Mobula japanica,250,kg,SG,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,250,kg,SG,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1052,kg,TW,VU,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2279,kg,ES,KE,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2000,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,600,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,67,kg,HK,ID,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,12000,kg,HK,LK,,T,W,E
2017,Alopiidae,Alopias,Alopias pelagicus,1067,kg,PE,EC,,T,O,E
2017,Alopiidae,Alopias,Alopias superciliosus,108,kg,PE,EC,,T,O,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,120.5,kg,PE,EC,,T,O,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,313.72,kg,CN,MX,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,120,kg,US,NI,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,130,kg,US,NI,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,125.2,kg,HK,MX,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,250,kg,PE,EC,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,25590,kg,KR,ES,HS,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,212,kg,HK,MX,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,613,kg,HK,MX,,T,W,E
2020,Alopiidae,Alopias,Alopias spp.,163.75,kg,HK,SV,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,462.6,kg,HK,SV,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,22.05,kg,HK,SV,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna mokarran,22.8,kg,HK,SV,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,2650,kg,HK,YE,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,431.16,kg,HK,CR,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2225.46,kg,HK,CR,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,3150,kg,HK,PE,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,240,kg,CN,MX,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,3.3,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,75.45,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,0.7,kg,HK,AU,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23137,kg,MX,CR,,,,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,562.6,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,1000,kg,HK,YE,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,19677,kg,KR,ES,HS,T,X,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,3735,kg,KR,ES,HS,T,O,E
2020,Alopiidae,Alopias,Alopias pelagicus,4000,kg,PE,EC,,T,W,E
2020,Alopiidae,Alopias,Alopias superciliosus,400,kg,PE,EC,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,620,kg,PE,EC,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1250,kg,HK,ID,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,8092,kg,PE,EC,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,3033.5,kg,HK,PE,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,113.5,kg,HK,MX,,T,W,I
2022,Sphyrnidae,Sphyrna,Sphyrna mokarran,71,kg,HK,NI,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,12196,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,780,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1000,kg,PE,EC,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,294.5,kg,CN,MX,,T,W,E
